STATE,REGION,PMS,AGO,DPK,LPG,Date,Change in PMS,Change in AGO,Change in DPK,Change in LPG
Edo,South South,₦931.25,"₦1,195.71","₦1,205.00","₦1,290.00",22-May-25,-₦0.99,-₦50.00,-₦10.00,-₦20.00
Rivers,South South,₦922.14,"₦1,183.33","₦1,190.00","₦1,310.00",22-May-25,₦0.00,-₦2.22,₦0.00,₦0.00
Ekiti,South West,₦896.11,"₦1,147.78","₦1,185.71","₦1,170.00",22-May-25,₦0.00,-₦1.51,₦0.00,₦0.00
Lagos,South West,₦884.02,"₦1,047.55","₦1,400.00","₦1,142.19",22-May-25,₦0.00,-₦8.75,₦0.00,₦14.29
Ogun,South West,₦879.88,"₦1,025.63","₦1,265.00","₦1,142.86",22-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Ondo,South West,₦883.63,"₦1,077.50","₦1,290.38","₦1,225.63",22-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Osun,South West,₦884.38,"₦1,073.13","₦1,292.00","₦1,247.14",22-May-25,₦5.37,-₦2.50,₦0.00,₦0.00
Oyo,South West,₦882.25,"₦1,065.63","₦1,350.00","₦1,193.75",22-May-25,₦5.37,-₦2.50,₦0.00,₦0.00
,National,₦921.01,"₦1,137.40","₦1,313.28","₦1,221.02",29-May-25,-₦8.99,-₦0.10,-₦161.72,₦117.69
Abuja,North Central,₦912.71,"₦1,127.38","₦1,140.00","₦1,212.50",29-May-25,-₦39.51,-₦161.51,-₦115.56,-₦33.06
Benue,North Central,₦931.67,"₦1,138.75",₦0.00,"₦1,300.00",29-May-25,-₦17.77,-₦15.69,"-₦1,265.56",₦94.44
Kogi,North Central,₦913.75,"₦1,131.38","₦1,431.25","₦1,312.50",29-May-25,-₦23.75,-₦40.05,-₦41.61,₦118.21
Kwara,North Central,₦970.00,"₦1,200.00","₦1,200.00","₦1,300.00",29-May-25,-₦63.89,-₦1.67,-₦275.00,-₦100.00
Nasarawa,North Central,₦929.75,"₦1,135.00","₦1,500.00","₦1,136.67",29-May-25,-₦20.25,-₦30.56,₦82.22,-₦102.22
Niger,North Central,₦922.50,"₦1,126.67","₦1,475.00","₦1,125.00",29-May-25,-₦53.06,-₦63.33,-₦12.50,-₦212.50
Plateau,North Central,₦928.89,"₦1,280.00","₦1,248.89","₦1,244.44",29-May-25,-₦61.11,₦36.67,-₦65.55,₦65.55
Adamawa,North East,₦946.11,"₦1,157.78","₦1,265.56","₦1,196.67",29-May-25,₦14.44,-₦67.22,-₦111.94,₦64.17
Bauchi,North East,₦923.33,"₦1,200.00","₦1,500.00","₦1,190.00",29-May-25,-₦152.23,₦10.00,₦200.00,₦40.00
Borno,North East,"₦1,027.22","₦1,146.67","₦1,475.00","₦1,400.00",29-May-25,₦101.09,-₦29.76,₦275.00,₦120.00
Gombe,North East,₦936.11,"₦1,154.44","₦1,417.78","₦1,238.89",29-May-25,₦7.36,₦17.30,₦103.49,-₦71.11
Taraba,North East,₦975.56,"₦1,178.89","₦1,487.50","₦1,337.50",29-May-25,₦49.43,₦2.46,₦287.50,₦47.50
Yobe,North East,₦991.11,"₦1,238.89","₦1,307.78","₦1,180.00",29-May-25,₦22.36,₦72.64,₦7.78,-₦74.00
Jigawa,North West,₦922.78,"₦1,142.50","₦1,377.50","₦1,132.50",29-May-25,-₦136.60,-₦21.25,₦177.50,-₦63.75
Kaduna,North West,₦955.56,"₦1,190.00","₦1,300.00","₦1,150.00",29-May-25,₦10.56,-₦70.00,-₦2.86,-₦150.00
Kano,North West,₦917.25,"₦1,176.43","₦1,200.00","₦1,280.00",29-May-25,-₦1.64,₦50.18,-₦125.00,₦90.00
Katsina,North West,₦916.88,"₦1,135.71","₦1,307.14","₦1,302.00",29-May-25,-₦36.25,₦42.38,-₦192.86,₦202.00
Kebbi,North West,₦916.75,"₦1,176.43","₦1,200.00","₦1,280.00",29-May-25,-₦38.25,-₦54.82,-₦100.00,-₦20.00
Sokoto,North West,₦939.38,"₦1,166.25","₦1,300.00","₦1,260.00",29-May-25,-₦15.62,-₦112.50,₦0.00,-₦40.00
Zamfara,North West,₦949.38,"₦1,147.50","₦1,200.00","₦1,130.00",29-May-25,₦39.38,₦34.17,₦25.00,₦90.00
Abia,South East,₦925.00,"₦1,252.50","₦1,300.00","₦1,300.00",29-May-25,-₦12.50,₦160.50,"₦1,300.00",₦150.00
Anambra,South East,₦920.00,"₦1,115.00","₦1,341.67","₦1,186.67",29-May-25,₦8.25,-₦145.00,₦121.67,-₦113.33
Ebonyi,South East,₦950.63,"₦1,093.33","₦1,500.00","₦1,100.00",29-May-25,₦13.96,-₦20.00,₦135.00,-₦170.00
Enugu,South East,₦940.00,"₦1,243.75","₦1,300.00","₦1,300.00",29-May-25,₦8.75,₦48.04,₦95.00,₦10.00
Imo,South East,₦944.38,"₦1,278.75","₦1,300.00","₦1,300.00",29-May-25,₦22.24,₦95.42,₦110.00,-₦10.00
Akwa Ibom,South South,₦913.75,"₦1,095.00","₦1,208.75","₦1,112.86",29-May-25,₦17.64,-₦52.78,₦23.04,-₦57.14
Bayelsa,South South,₦933.75,"₦1,088.00",₦0.00,"₦1,183.33",29-May-25,₦49.73,₦40.45,"-₦1,400.00",₦41.14
Cross River,South South,₦910.00,"₦1,260.00","₦1,220.00","₦1,300.00",29-May-25,₦30.12,₦234.37,-₦45.00,₦157.14
Delta,South South,₦940.00,"₦1,136.67","₦1,350.00","₦1,257.50",29-May-25,₦56.37,₦59.17,₦59.62,₦31.87
Edo,South South,₦921.67,"₦1,195.00",₦0.00,"₦1,280.00",29-May-25,₦37.29,₦121.87,"-₦1,292.00",₦32.86
Rivers,South South,₦897.50,"₦1,215.00","₦1,200.00","₦1,230.00",29-May-25,₦15.25,₦149.37,-₦150.00,₦36.25
Ekiti,South West,₦893.33,"₦1,150.00","₦1,185.71","₦1,250.00",29-May-25,-₦27.68,₦12.60,-₦127.57,₦28.98
Lagos,South West,₦879.05,"₦1,041.14","₦1,400.00","₦1,118.44",29-May-25,-₦33.66,-₦86.24,₦260.00,-₦94.06
Ogun,South West,₦880.50,"₦1,019.38","₦1,265.00","₦1,150.00",29-May-25,-₦51.17,-₦119.37,"₦1,265.00",-₦150.00
Ondo,South West,₦879.75,"₦1,077.50","₦1,290.38","₦1,225.63",29-May-25,-₦34.00,-₦53.88,-₦140.87,-₦86.87
Osun,South West,₦880.63,"₦1,070.63","₦1,292.00","₦1,240.00",29-May-25,-₦89.37,-₦129.37,₦92.00,-₦60.00
Oyo,South West,₦875.38,"₦1,042.75","₦1,350.00","₦1,193.75",29-May-25,-₦54.37,-₦92.25,-₦150.00,₦57.08
,National,₦920.10,"₦1,138.27","₦1,321.60","₦1,226.29",30-May-25,-₦0.91,₦0.87,₦8.32,₦5.27
Abuja,North Central,₦906.29,"₦1,143.17","₦1,170.00","₦1,205.00",30-May-25,-₦6.42,₦15.79,₦30.00,-₦7.50
Benue,North Central,₦931.67,"₦1,138.75",₦0.00,"₦1,300.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦911.43,"₦1,131.29","₦1,428.57","₦1,292.86",30-May-25,-₦2.32,-₦0.09,-₦2.68,-₦19.64
Kwara,North Central,₦970.00,"₦1,200.00","₦1,200.00","₦1,300.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,₦929.75,"₦1,135.00","₦1,500.00","₦1,136.67",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Niger,North Central,₦922.50,"₦1,126.67","₦1,475.00","₦1,125.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦920.00,"₦1,280.00","₦1,251.11","₦1,245.56",30-May-25,-₦8.89,₦0.00,₦2.22,₦1.12
Adamawa,North East,₦950.00,"₦1,157.78","₦1,265.56","₦1,192.22",30-May-25,₦3.89,₦0.00,₦0.00,-₦4.45
Bauchi,North East,₦935.00,"₦1,168.57","₦1,472.86","₦1,194.29",30-May-25,₦11.67,-₦31.43,-₦27.14,₦4.29
Borno,North East,"₦1,021.11","₦1,158.89","₦1,475.00","₦1,400.00",30-May-25,-₦6.11,₦12.22,₦0.00,₦0.00
Gombe,North East,₦936.11,"₦1,165.56","₦1,417.78","₦1,238.89",30-May-25,₦0.00,₦11.12,₦0.00,₦0.00
Taraba,North East,₦975.56,"₦1,178.89","₦1,487.50","₦1,337.50",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Yobe,North East,₦986.67,"₦1,237.78","₦1,304.44","₦1,180.00",30-May-25,-₦4.44,-₦1.11,-₦3.34,₦0.00
Jigawa,North West,₦922.78,"₦1,142.50","₦1,377.50","₦1,132.50",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kaduna,North West,₦941.67,"₦1,176.67","₦1,300.00","₦1,150.00",30-May-25,-₦13.89,-₦13.33,₦0.00,₦0.00
Kano,North West,₦918.25,"₦1,176.43","₦1,200.00","₦1,280.00",30-May-25,₦1.00,₦0.00,₦0.00,₦0.00
Katsina,North West,₦916.88,"₦1,128.57","₦1,314.29","₦1,310.00",30-May-25,₦0.00,-₦7.14,₦7.15,₦8.00
Kebbi,North West,₦917.38,"₦1,176.43","₦1,150.00","₦1,275.00",30-May-25,₦0.63,₦0.00,-₦50.00,-₦5.00
Sokoto,North West,₦933.67,"₦1,163.33","₦1,300.00","₦1,279.00",30-May-25,-₦5.71,-₦2.92,₦0.00,₦19.00
Zamfara,North West,₦949.38,"₦1,147.50","₦1,200.00","₦1,142.50",30-May-25,₦0.00,₦0.00,₦0.00,₦12.50
Abia,South East,₦925.00,"₦1,252.50","₦1,300.00","₦1,300.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦921.11,"₦1,128.75","₦1,416.67","₦1,183.33",30-May-25,₦1.11,₦13.75,₦75.00,-₦3.34
Ebonyi,South East,₦947.86,"₦1,093.33","₦1,500.00","₦1,100.00",30-May-25,-₦2.77,₦0.00,₦0.00,₦0.00
Enugu,South East,₦940.00,"₦1,243.75","₦1,300.00","₦1,300.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Imo,South East,₦944.38,"₦1,278.75","₦1,300.00","₦1,300.00",30-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦910.67,"₦1,086.67","₦1,126.67","₦1,125.00",30-May-25,-₦3.08,-₦8.33,-₦82.08,₦12.14
Bayelsa,South South,₦933.75,"₦1,088.00",₦0.00,"₦1,200.00",30-May-25,₦0.00,₦0.00,₦0.00,₦16.67
Cross River,South South,₦911.11,"₦1,264.44","₦1,220.00","₦1,300.00",30-May-25,₦1.11,₦4.44,₦0.00,₦0.00
Delta,South South,₦955.00,"₦1,117.50","₦1,363.00","₦1,273.57",30-May-25,₦15.00,-₦19.17,₦13.00,₦16.07
Edo,South South,₦924.88,"₦1,194.29","₦1,220.00","₦1,282.50",30-May-25,₦3.21,-₦0.71,"₦1,220.00",₦2.50
Rivers,South South,₦900.00,"₦1,195.71","₦1,200.00","₦1,220.00",30-May-25,₦2.50,-₦19.29,₦0.00,-₦10.00
Ekiti,South West,₦895.00,"₦1,147.78","₦1,197.86","₦1,241.67",30-May-25,₦1.67,-₦2.22,₦12.15,-₦8.33
Lagos,South West,₦879.05,"₦1,040.61","₦1,400.00","₦1,118.44",30-May-25,₦0.00,-₦0.53,₦0.00,₦0.00
Ogun,South West,₦875.63,"₦1,016.50","₦1,265.00","₦1,150.00",30-May-25,-₦4.87,-₦2.88,₦0.00,₦0.00
Ondo,South West,₦878.50,"₦1,077.50","₦1,290.38","₦1,225.63",30-May-25,-₦1.25,₦0.00,₦0.00,₦0.00
Osun,South West,₦880.56,"₦1,065.56","₦1,292.00","₦1,250.00",30-May-25,-₦0.07,-₦5.07,₦0.00,₦10.00
Oyo,South West,₦874.13,"₦1,051.63","₦1,350.00","₦1,193.75",30-May-25,-₦1.25,₦8.88,₦0.00,₦0.00
,National,₦919.29,"₦1,134.52","₦1,316.71","₦1,289.19",31-May-25,-₦0.81,-₦3.75,-₦4.89,₦62.90
Abuja,North Central,₦909.62,"₦1,150.00","₦1,170.00","₦1,217.50",31-May-25,₦3.33,₦6.83,₦0.00,₦12.50
Benue,North Central,₦931.67,"₦1,138.75",₦0.00,"₦1,300.00",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kogi,North Central,₦913.13,"₦1,121.00","₦1,425.00","₦1,300.00",31-May-25,₦1.70,-₦10.29,-₦3.57,₦7.14
Kwara,North Central,₦968.57,"₦1,200.00","₦1,200.00","₦1,300.00",31-May-25,-₦1.43,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,₦925.00,"₦1,115.00","₦1,500.00","₦1,136.67",31-May-25,-₦4.75,-₦20.00,₦0.00,₦0.00
Niger,North Central,₦910.00,"₦1,086.67","₦1,475.00","₦1,086.67",31-May-25,-₦12.50,-₦40.00,₦0.00,-₦38.33
Plateau,North Central,₦917.78,"₦1,280.00","₦1,248.89","₦1,243.33",31-May-25,-₦2.22,₦0.00,-₦2.22,-₦2.23
Adamawa,North East,₦939.44,"₦1,131.11","₦1,265.56","₦1,183.33",31-May-25,-₦10.56,-₦26.67,₦0.00,-₦8.89
Bauchi,North East,₦935.00,"₦1,168.57","₦1,472.86","₦1,194.29",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,023.33","₦1,128.89","₦1,475.00","₦3,500.17",31-May-25,₦2.22,-₦30.00,₦0.00,"₦2,100.17"
Gombe,North East,₦936.11,"₦1,165.56","₦1,417.78","₦1,238.89",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Taraba,North East,₦975.56,"₦1,178.89","₦1,487.50","₦1,337.50",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Yobe,North East,₦991.11,"₦1,237.78","₦1,307.78","₦1,178.89",31-May-25,₦4.44,₦0.00,₦3.34,-₦1.11
Jigawa,North West,₦922.22,"₦1,142.50","₦1,377.50","₦1,225.00",31-May-25,-₦0.56,₦0.00,₦0.00,₦92.50
Kaduna,North West,₦941.67,"₦1,176.67","₦1,300.00","₦1,150.00",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Kano,North West,₦917.25,"₦1,176.43","₦1,175.00","₦1,280.00",31-May-25,-₦1.00,₦0.00,-₦25.00,₦0.00
Katsina,North West,₦918.75,"₦1,130.00","₦1,300.00","₦1,310.00",31-May-25,₦1.87,₦1.43,-₦14.29,₦0.00
Kebbi,North West,₦917.88,"₦1,173.57","₦1,150.00","₦1,280.00",31-May-25,₦0.50,-₦2.86,₦0.00,₦5.00
Sokoto,North West,₦939.38,"₦1,166.25","₦1,300.00","₦1,254.00",31-May-25,₦5.71,₦2.92,₦0.00,-₦25.00
Zamfara,North West,₦949.38,"₦1,147.50","₦1,200.00","₦1,130.00",31-May-25,₦0.00,₦0.00,₦0.00,-₦12.50
Abia,South East,₦925.00,"₦1,252.50","₦1,300.00","₦1,300.00",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦917.78,"₦1,112.50","₦1,375.00","₦1,183.33",31-May-25,-₦3.33,-₦16.25,-₦41.67,₦0.00
Ebonyi,South East,₦948.13,"₦1,093.33","₦1,500.00","₦1,100.00",31-May-25,₦0.27,₦0.00,₦0.00,₦0.00
Enugu,South East,₦940.00,"₦1,243.75","₦1,300.00","₦1,300.00",31-May-25,₦0.00,₦0.00,₦0.00,₦0.00
Imo,South East,₦944.63,"₦1,278.75","₦1,300.00","₦1,300.00",31-May-25,₦0.25,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦913.00,"₦1,080.00","₦1,086.00","₦1,200.00",31-May-25,₦2.33,-₦6.67,-₦40.67,₦75.00
Bayelsa,South South,₦933.75,"₦1,088.00",₦0.00,"₦1,183.33",31-May-25,₦0.00,₦0.00,₦0.00,-₦16.67
Cross River,South South,₦910.00,"₦1,260.00","₦1,220.00","₦1,300.00",31-May-25,-₦1.11,-₦4.44,₦0.00,₦0.00
Delta,South South,₦931.67,"₦1,110.67","₦1,350.00","₦1,260.00",31-May-25,-₦23.33,-₦6.83,-₦13.00,-₦13.57
Edo,South South,₦923.75,"₦1,195.00","₦1,215.00","₦1,281.00",31-May-25,-₦1.13,₦0.71,-₦5.00,-₦1.50
Rivers,South South,₦899.75,"₦1,193.33","₦1,200.00","₦1,240.00",31-May-25,-₦0.25,-₦2.38,₦0.00,₦20.00
Ekiti,South West,₦887.22,"₦1,128.33","₦1,185.71","₦1,275.00",31-May-25,-₦7.78,-₦19.45,-₦12.15,₦33.33
Lagos,South West,₦879.05,"₦1,037.98","₦1,400.00","₦1,118.44",31-May-25,₦0.00,-₦2.63,₦0.00,₦0.00
Ogun,South West,₦875.63,"₦1,016.50","₦1,250.00","₦1,135.71",31-May-25,₦0.00,₦0.00,-₦15.00,-₦14.29
Ondo,South West,₦881.00,"₦1,077.50","₦1,290.38","₦1,225.63",31-May-25,₦2.50,₦0.00,₦0.00,₦0.00
Osun,South West,₦880.63,"₦1,070.63","₦1,292.00","₦1,240.00",31-May-25,₦0.07,₦5.07,₦0.00,-₦10.00
Oyo,South West,₦876.63,"₦1,050.38","₦1,350.00","₦1,193.75",31-May-25,₦2.50,-₦1.25,₦0.00,₦0.00
,National,₦918.12,"₦1,132.47","₦1,315.07","₦1,225.17",01-Jun-25,-₦1.17,-₦2.05,-₦1.64,-₦64.02
Abuja,North Central,₦906.27,"₦1,121.56","₦1,160.00","₦1,211.67",01-Jun-25,-₦3.35,-₦28.44,-₦10.00,-₦5.83
Benue,North Central,₦929.00,"₦1,131.00",₦0.00,"₦1,300.00",01-Jun-25,-₦2.67,-₦7.75,₦0.00,₦0.00
Kogi,North Central,₦913.13,"₦1,121.00","₦1,425.00","₦1,307.38",01-Jun-25,₦0.00,₦0.00,₦0.00,₦7.38
Kwara,North Central,₦970.00,"₦1,200.00","₦1,200.00","₦1,300.00",01-Jun-25,₦1.43,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,₦925.00,"₦1,115.00","₦1,383.33","₦1,136.67",01-Jun-25,₦0.00,₦0.00,-₦116.67,₦0.00
Niger,North Central,₦922.50,"₦1,126.67","₦1,475.00","₦1,125.00",01-Jun-25,₦12.50,₦40.00,₦0.00,₦38.33
Plateau,North Central,₦917.78,"₦1,280.00","₦1,251.11","₦1,245.56",01-Jun-25,₦0.00,₦0.00,₦2.22,₦2.23
Adamawa,North East,₦935.56,"₦1,141.11","₦1,265.56","₦1,183.33",01-Jun-25,-₦3.88,₦10.00,₦0.00,₦0.00
Bauchi,North East,₦935.00,"₦1,168.57","₦1,472.86","₦1,194.29",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,023.33","₦1,157.78","₦1,475.00","₦1,400.00",01-Jun-25,₦0.00,₦28.89,₦0.00,"-₦2,100.17"
Gombe,North East,₦936.11,"₦1,165.56","₦1,417.78","₦1,238.89",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Taraba,North East,₦964.44,"₦1,167.78","₦1,468.75","₦1,337.50",01-Jun-25,-₦11.12,-₦11.11,-₦18.75,₦0.00
Yobe,North East,₦981.11,"₦1,240.00","₦1,306.67","₦1,177.78",01-Jun-25,-₦10.00,₦2.22,-₦1.11,-₦1.11
Jigawa,North West,₦921.67,"₦1,142.50","₦1,377.50","₦1,225.00",01-Jun-25,-₦0.55,₦0.00,₦0.00,₦0.00
Kaduna,North West,₦941.67,"₦1,176.67","₦1,300.00","₦1,150.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Kano,North West,₦911.50,"₦1,156.25","₦1,175.00","₦1,250.00",01-Jun-25,-₦5.75,-₦20.18,₦0.00,-₦30.00
Katsina,North West,₦917.50,"₦1,130.00","₦1,321.43","₦1,310.00",01-Jun-25,-₦1.25,₦0.00,₦21.43,₦0.00
Kebbi,North West,₦910.75,"₦1,165.71","₦1,150.00","₦1,250.00",01-Jun-25,-₦7.13,-₦7.86,₦0.00,-₦30.00
Sokoto,North West,₦939.38,"₦1,166.25","₦1,300.00","₦1,254.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,₦949.38,"₦1,147.50","₦1,200.00","₦1,130.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦925.00,"₦1,252.50","₦1,300.00","₦1,300.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦918.89,"₦1,112.50","₦1,316.67","₦1,188.33",01-Jun-25,₦1.11,₦0.00,-₦58.33,₦5.00
Ebonyi,South East,₦953.57,"₦1,090.00","₦1,500.00","₦1,100.00",01-Jun-25,₦5.44,-₦3.33,₦0.00,₦0.00
Enugu,South East,₦940.00,"₦1,243.75","₦1,300.00","₦1,300.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Imo,South East,₦944.38,"₦1,278.75","₦1,300.00","₦1,300.00",01-Jun-25,-₦0.25,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦912.50,"₦1,096.25","₦1,208.75","₦1,173.33",01-Jun-25,-₦0.50,₦16.25,₦122.75,-₦26.67
Bayelsa,South South,₦933.75,"₦1,088.00",₦0.00,"₦1,183.33",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Cross River,South South,₦910.00,"₦1,260.00","₦1,220.00","₦1,300.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Delta,South South,₦931.67,"₦1,110.67","₦1,350.00","₦1,260.00",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Edo,South South,₦920.00,"₦1,195.00","₦1,220.00","₦1,285.00",01-Jun-25,-₦3.75,₦0.00,₦5.00,₦4.00
Rivers,South South,₦899.00,"₦1,198.57","₦1,200.00","₦1,216.67",01-Jun-25,-₦0.75,₦5.24,₦0.00,-₦23.33
Ekiti,South West,₦885.56,"₦1,128.89","₦1,242.86","₦1,233.33",01-Jun-25,-₦1.66,₦0.56,₦57.15,-₦41.67
Lagos,South West,₦878.88,"₦1,037.98","₦1,400.00","₦1,111.56",01-Jun-25,-₦0.17,₦0.00,₦0.00,-₦6.88
Ogun,South West,₦875.63,"₦1,016.50","₦1,250.00","₦1,135.71",01-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Ondo,South West,₦879.75,"₦1,077.50","₦1,290.38","₦1,225.63",01-Jun-25,-₦1.25,₦0.00,₦0.00,₦0.00
Osun,South West,₦880.63,"₦1,036.88","₦1,292.00","₦1,240.00",01-Jun-25,₦0.00,-₦33.75,₦0.00,₦0.00
Oyo,South West,₦874.63,"₦1,049.13","₦1,350.00","₦1,193.75",01-Jun-25,-₦2.00,-₦1.25,₦0.00,₦0.00
,National,₦917.99,"₦1,134.50","₦1,313.55","₦1,223.65",02-Jun-25,-₦0.13,₦2.03,-₦1.52,-₦1.52
Abuja,North Central,₦906.00,"₦1,146.29","₦1,141.67","₦1,225.00",02-Jun-25,-₦0.27,₦24.73,-₦18.33,₦13.33
Benue,North Central,₦929.44,"₦1,138.75",₦0.00,"₦1,300.00",02-Jun-25,₦0.44,₦7.75,₦0.00,₦0.00
Kogi,North Central,₦914.38,"₦1,121.00","₦1,425.00","₦1,306.25",02-Jun-25,₦1.25,₦0.00,₦0.00,-₦1.13
Kwara,North Central,₦970.00,"₦1,200.00","₦1,200.00","₦1,300.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Nasarawa,North Central,₦925.00,"₦1,125.00","₦1,500.00","₦1,136.67",02-Jun-25,₦0.00,₦10.00,₦116.67,₦0.00
Niger,North Central,₦922.50,"₦1,126.67","₦1,475.00","₦1,125.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Plateau,North Central,₦915.56,"₦1,280.00","₦1,248.89","₦1,243.33",02-Jun-25,-₦2.22,₦0.00,-₦2.22,-₦2.23
Adamawa,North East,₦932.78,"₦1,134.44","₦1,265.56","₦1,183.33",02-Jun-25,-₦2.78,-₦6.67,₦0.00,₦0.00
Bauchi,North East,₦935.00,"₦1,168.57","₦1,472.86","₦1,194.29",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Borno,North East,"₦1,023.33","₦1,157.78","₦1,475.00","₦1,400.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Gombe,North East,₦936.11,"₦1,165.56","₦1,397.78","₦1,238.89",02-Jun-25,₦0.00,₦0.00,-₦20.00,₦0.00
Taraba,North East,₦947.89,"₦1,155.56","₦1,487.50","₦1,337.50",02-Jun-25,-₦16.55,-₦12.22,₦18.75,₦0.00
Yobe,North East,₦985.56,"₦1,236.67","₦1,303.33","₦1,178.89",02-Jun-25,₦4.45,-₦3.33,-₦3.34,₦1.11
Jigawa,North West,₦920.00,"₦1,125.00","₦1,355.00","₦1,200.00",02-Jun-25,-₦1.67,-₦17.50,-₦22.50,-₦25.00
Kaduna,North West,₦954.44,"₦1,190.00","₦1,300.00","₦1,150.00",02-Jun-25,₦12.77,₦13.33,₦0.00,₦0.00
Kano,North West,₦912.13,"₦1,169.29","₦1,225.00","₦1,250.00",02-Jun-25,₦0.63,₦13.04,₦50.00,₦0.00
Katsina,North West,₦917.50,"₦1,130.00","₦1,321.43","₦1,310.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Kebbi,North West,₦911.88,"₦1,172.14","₦1,150.00","₦1,250.00",02-Jun-25,₦1.13,₦6.43,₦0.00,₦0.00
Sokoto,North West,₦939.38,"₦1,166.25","₦1,300.00","₦1,254.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Zamfara,North West,₦949.38,"₦1,147.50","₦1,200.00","₦1,130.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Abia,South East,₦925.00,"₦1,252.50","₦1,300.00","₦1,300.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Anambra,South East,₦916.25,"₦1,108.57","₦1,370.00","₦1,192.00",02-Jun-25,-₦2.64,-₦3.93,₦53.33,₦3.67
Ebonyi,South East,₦953.57,"₦1,100.00","₦1,500.00","₦1,100.00",02-Jun-25,₦0.00,₦10.00,₦0.00,₦0.00
Enugu,South East,₦938.75,"₦1,243.75","₦1,300.00","₦1,300.00",02-Jun-25,-₦1.25,₦0.00,₦0.00,₦0.00
Imo,South East,₦940.63,"₦1,278.75","₦1,300.00","₦1,300.00",02-Jun-25,-₦3.75,₦0.00,₦0.00,₦0.00
Akwa Ibom,South South,₦912.50,"₦1,096.25","₦1,208.75","₦1,208.33",02-Jun-25,₦0.00,₦0.00,₦0.00,₦35.00
Bayelsa,South South,₦933.75,"₦1,088.00",₦0.00,"₦1,183.33",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Cross River,South South,₦910.00,"₦1,260.00","₦1,220.00","₦1,300.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Delta,South South,₦931.67,"₦1,110.67","₦1,350.00","₦1,260.00",02-Jun-25,₦0.00,₦0.00,₦0.00,₦0.00
Edo,South South,₦920.00,"₦1,186.67","₦1,213.33","₦1,281.67",02-Jun-25,₦0.00,-₦8.33,-₦6.67,-₦3.33
Rivers,South South,₦898.38,"₦1,215.00","₦1,200.00","₦1,250.00",02-Jun-25,-₦0.62,₦16.43,₦0.00,₦33.33
Ekiti,South West,₦883.89,"₦1,127.78","₦1,235.71","₦1,225.00",02-Jun-25,-₦1.67,-₦1.11,-₦7.15,-₦8.33
Lagos,South West,₦878.29,"₦1,036.93","₦1,400.00","₦1,111.56",02-Jun-25,-₦0.59,-₦1.05,₦0.00,₦0.00
